5
450.0,141.529205322,142.944497375
450.0,141.649475098,143.065969849
450.0,144.347076416,145.79054718
450.0,141.357391357,142.770965271
450.0,142.216491699,143.638656616
450.0,141.838485718,143.256870575
450.0,142.268035889,143.690716248
450.0,142.285217285,143.708069458
450.0,142.955322266,144.384875488
450.0,142.216491699,143.638656616
450.0,141.804122925,143.222164154
450.0,143.144332886,144.575776215
450.0,142.628860474,144.055149078
450.0,145.738830566,147.196218872
450.0,142.130584717,143.551890564
450.0,142.525772095,143.951029816
450.0,143.419235229,144.853427582
450.0,143.780059814,145.217860413
450.0,142.010314941,143.430418091
450.0,141.597930908,143.013910217
450.0,142.955322266,144.384875488
450.0,141.649475098,143.065969849
450.0,141.546386719,142.961850586
450.0,142.182128906,143.603950195
450.0,142.64604187,144.072502289
450.0,141.786941528,143.204810944
450.0,141.855667114,143.274223785
450.0,142.16494751,143.586596985
450.0,141.769760132,143.187457733
450.0,141.666671753,143.08333847
450.0,141.97593689,143.395696259
450.0,142.525772095,143.951029816
450.0,142.16494751,143.586596985
450.0,142.69758606,144.12456192
450.0,141.340209961,142.753612061
450.0,142.577316284,144.003089447
450.0,142.130584717,143.551890564
450.0,141.649475098,143.065969849
450.0,141.718215942,143.135398102
450.0,141.701034546,143.118044891
450.0,141.649475098,143.065969849
450.0,142.88659668,144.315462646
450.0,144.845352173,146.293805695
450.0,141.426116943,142.840378113
450.0,140.910644531,142.319750977
450.0,141.855667114,143.274223785
450.0,141.013748169,142.423885651
450.0,142.989685059,144.419581909
450.0,141.288650513,142.701537018
450.0,143.453613281,144.888149414
450.0,141.683853149,143.100691681
450.0,141.030929565,142.441238861
450.0,141.958755493,143.378343048
450.0,142.010314941,143.430418091
450.0,142.680404663,144.10720871
450.0,141.082473755,142.493298492
450.0,143.247421265,144.679895477
450.0,141.477661133,142.892437744
450.0,141.580749512,142.996557007
450.0,142.525772095,143.951029816
450.0,141.323028564,142.73625885
450.0,141.838485718,143.256870575
450.0,142.199310303,143.621303406
450.0,141.838485718,143.256870575
450.0,142.457046509,143.881616974
450.0,141.426116943,142.840378113
450.0,142.182128906,143.603950195
450.0,142.491409302,143.916323395
450.0,142.457046509,143.881616974
450.0,141.408935547,142.823024902
450.0,142.663223267,144.089855499
450.0,141.821304321,143.239517365
450.0,141.855667114,143.274223785
450.0,143.419235229,144.853427582
450.0,141.615112305,143.031263428
450.0,142.800689697,144.228696594
450.0,141.872848511,143.291576996
450.0,141.907211304,143.326283417
450.0,142.130584717,143.551890564
450.0,141.804122925,143.222164154
450.0,141.39175415,142.805671692
450.0,141.030929565,142.441238861
450.0,140.824737549,142.232984924
450.0,139.553268433,140.948801117
450.0,138.951889038,140.341407928
450.0,137.663223267,139.039855499
450.0,136.323028564,137.68625885
450.0,133.762878418,135.100507202
450.0,131.804122925,133.122164154
450.0,130.549819946,131.855318146
450.0,129.965637207,131.265293579
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,7.2336769104,7.3060136795
450.0,16.8213062286,16.9895192909
450.0,6.44329881668,6.50773180485
450.0,5.03436422348,5.08470786572
450.0,4.89690732956,4.94587640285
450.0,4.93127155304,4.98058426857
450.0,450.0,454.5
450.0,8.57388305664,8.65962188721
450.0,450.0,454.5
450.0,4.0034365654,4.04347093105
450.0,5.92783498764,5.98711333752
450.0,6.6494846344,6.71597948074
450.0,450.0,454.5
450.0,6.34020614624,6.4036082077
450.0,450.0,454.5
450.0,7.33676958084,7.41013727665
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,450.0,454.5
450.0,81.2027511597,82.0147786713
450.0,450.0,454.5
450.0,72.1821289062,72.9039501953
450.0,71.975944519,72.6957039642
450.0,450.0,454.5
450.0,63.5567016602,64.1922686768
450.0,63.6769752502,64.3137450027
450.0,62.5257720947,63.1510298157
450.0,61.9587631226,62.5783507538
450.0,57.5429534912,58.1183830261
450.0,57.3883171082,57.9622002792
450.0,56.2542953491,56.8168383026
450.0,56.0309257507,56.5912350082
450.0,56.1512031555,56.7127151871
450.0,53.0755996704,53.6063556671
450.0,135.154632568,136.506178894
450.0,55.5154647827,56.0706194305
450.0,134.432983398,135.777313232
450.0,147.560134888,149.035736237
450.0,142.749145508,144.176636963
450.0,62.7835044861,63.4113395309
450.0,62.6804122925,63.3072164154
450.0,60.1374549866,60.7388295364
