18.9518890381,72.8006896973,269.2439880371
18.9862537384,72.4742279053,271.8900451660
18.9690723419,72.8178710938,269.3986206055
18.9862537384,72.9037780762,268.4536132812
18.9690723419,72.9037780762,266.8728637695
18.9690723419,72.3883132935,271.8384704590
18.9690723419,72.0790405273,269.3642578125
18.9690723419,72.8178710938,270.5670166016
18.8487968445,72.4914093018,269.4501647949
18.9690723419,72.3883132935,270.6357421875
18.9690723419,72.9037780762,270.1889953613
18.9690723419,72.3883132935,268.9518737793
18.9690723419,72.4914093018,268.4707946777
18.9690723419,72.4914093018,270.6013793945
18.9690723419,72.9037780762,270.9450073242
19.3814430237,72.9037780762,268.9690551758
18.9690723419,72.9037780762,270.1202697754
19.3814430237,72.9209594727,268.1443176270
18.9690723419,72.8178710938,269.7594604492
18.8487968445,72.4914093018,270.6357421875
18.9690723419,72.3883132935,269.8110046387
18.9690723419,72.4914093018,270.5154724121
18.9690723419,72.3883132935,269.7078857422
18.9690723419,72.9209594727,267.1821289062
18.9690723419,72.4742279053,269.8110046387
18.9862537384,72.4914093018,268.1443176270
18.8487968445,72.9209594727,268.9690551758
18.9690723419,72.8006896973,267.6116943359
18.9690723419,72.9209594727,268.4879760742
18.9690723419,72.9209594727,268.5223388672
19.3814430237,72.9209594727,268.1099548340
18.9003429413,72.4914093018,267.9896850586
18.9518890381,72.9037780762,268.1271362305
18.9690723419,72.4914093018,268.0412292480
18.8659782410,72.9209594727,269.7766418457
18.9690723419,72.8178710938,269.3470764160
18.9690723419,72.0790405273,267.5773010254
18.9518890381,72.4914093018,268.5223388672
18.9518890381,72.9037780762,269.2783508301
18.8487968445,72.4914093018,269.7938232422
18.9690723419,72.8006896973,268.1099548340
18.9690723419,72.4914093018,269.7250671387
18.9690723419,73.3333358765,266.3917541504
19.3814430237,72.1821289062,267.1821289062
19.4845352173,73.2302398682,268.0412292480
18.9175262451,73.3333358765,267.1305847168
18.9518890381,72.4914093018,270.6872863770
18.9175262451,72.9037780762,266.8384704590
19.3814430237,72.9037780762,266.7182006836
19.3814430237,72.9209594727,267.6804199219
19.3642616272,73.3333358765,267.9553222656
18.8487968445,73.3333358765,269.4158020020
18.9690723419,73.2302398682,268.5223388672
19.3814430237,73.3333358765,270.5670166016
18.9347076416,73.2302398682,266.7697448730
19.3814430237,72.9209594727,268.8659667969
18.9347076416,72.4914093018,268.9518737793
19.3814430237,73.3333358765,267.5601196289
18.8487968445,73.3333358765,266.3573913574
19.3814430237,73.3333358765,268.3848876953
18.9690723419,72.9037780762,266.7869262695
19.2611675262,73.3333358765,267.6632385254
19.3814430237,73.2302398682,265.9278259277
18.9690723419,72.9209594727,268.8659667969
18.9690723419,72.4914093018,271.5463867188
18.9690723419,72.9209594727,268.4364318848
18.8487968445,73.3333358765,267.2164916992
19.3642616272,72.3883132935,269.2268066406
19.3642616272,72.4914093018,269.7078857422
18.9690723419,72.9209594727,268.4536132812
18.9175262451,72.4914093018,269.2611694336
18.9690723419,72.4914093018,269.3986206055
18.9175262451,72.4914093018,268.5567016602
19.2611675262,72.4914093018,268.4536132812
19.3642616272,72.4914093018,267.6460571289
19.3642616272,72.5085906982,270.1374511719
19.3814430237,72.4914093018,269.3470764160
19.3814430237,72.9037780762,267.3023986816
18.9518890381,72.9209594727,268.8659667969
19.3814430237,72.8178710938,268.9175109863
18.9690723419,72.4914093018,270.6185607910
19.3814430237,72.9209594727,268.5051574707
18.9690723419,72.4914093018,269.6563415527
18.9690723419,72.4914093018,269.3298950195
18.9690723419,72.9209594727,269.3298950195
19.2783508301,72.9209594727,268.1271362305
18.9690723419,72.8178710938,266.3917541504
18.9690723419,72.4914093018,270.1030883789
18.9690723419,72.9209594727,268.4707946777
18.9518890381,72.8006896973,269.3642578125
18.8144321442,73.3333358765,270.2061767578
19.3814430237,72.8178710938,270.5154724121
19.2783508301,73.3333358765,268.0755920410
19.3642616272,73.6597900391,268.0755920410
18.9690723419,72.9209594727,268.7972412109
19.3642616272,72.9209594727,268.9175109863
19.3642616272,73.3505172729,267.1993103027
18.9518890381,72.9209594727,269.7766418457
18.9175262451,73.3333358765,266.7869262695
19.3814430237,72.9209594727,269.7766418457
18.9175262451,72.8350524902,267.1993103027
19.3642616272,72.9209594727,267.9725036621
18.8659782410,73.3333358765,266.3917541504
18.9518890381,72.9037780762,269.6735229492
19.3642616272,73.3333358765,268.4707946777
18.9347076416,72.5085906982,271.0652770996
19.3814430237,72.9037780762,268.4020690918
18.9518890381,72.9209594727,269.3814392090
18.9690723419,72.9209594727,267.6804199219
19.0721645355,72.9037780762,268.4707946777
19.5017185211,73.3333358765,266.3230285645
18.9690723419,72.9037780762,269.7594604492
19.3814430237,72.9209594727,269.6735229492
18.9690723419,72.4914093018,268.0927734375
18.9690723419,73.2302398682,268.0584106445
18.9690723419,72.9209594727,269.2268066406
18.9518890381,72.9209594727,268.1099548340
18.9518890381,72.4914093018,269.2439880371
19.2783508301,72.9037780762,268.5567016602
18.9690723419,73.2302398682,271.8384704590
18.9347076416,72.4914093018,269.3642578125
18.9690723419,72.3883132935,269.3298950195
19.2783508301,72.9037780762,271.8384704590
18.9690723419,72.9209594727,268.5223388672
18.9690723419,72.9037780762,268.3848876953
18.9690723419,73.3333358765,271.4089355469
19.2783508301,73.3333358765,267.6632385254
18.9690723419,72.9037780762,267.6976013184
18.9690723419,72.9209594727,267.6288757324
19.2783508301,72.9209594727,268.0584106445
18.9518890381,73.2302398682,267.2852172852
18.9690723419,73.3333358765,265.5326538086
18.8144321442,72.9209594727,269.7594604492
19.3642616272,73.2302398682,268.0584106445
18.9690723419,73.3333358765,270.0687255859
18.9690723419,73.2302398682,268.4879760742
18.9690723419,72.9209594727,268.4364318848
18.9518890381,73.3333358765,267.3023986816
18.9690723419,73.2302398682,268.4879760742
18.9690723419,73.7457046509,267.2164916992
18.9690723419,73.3333358765,269.3298950195
18.9690723419,72.9037780762,267.1821289062
18.9690723419,73.3333358765,268.5738830566
19.3814430237,72.8006896973,266.8041076660
18.9518890381,72.9037780762,267.9896850586
18.9690723419,73.3333358765,267.6804199219
18.9862537384,72.9037780762,268.5738830566
18.8487968445,72.9209594727,267.5945129395
18.9690723419,72.9037780762,268.9003295898
19.3814430237,73.3333358765,267.9381408691
18.9690723419,73.7628860474,266.4432983398
18.9690723419,73.2302398682,270.6013793945
18.8144321442,73.3333358765,268.9175109863
19.3814430237,73.2302398682,269.3470764160
19.2783508301,73.3333358765,268.1271362305
18.9690723419,73.3333358765,268.4192504883
18.9518890381,73.3333358765,267.1134033203
18.9518890381,72.9037780762,269.0206298828
18.9690723419,72.3711318970,265.9793701172
18.9690723419,73.3333358765,268.4707946777
19.3814430237,72.9037780762,269.7938232422
18.9690723419,72.9209594727,267.9725036621
18.8316154480,73.3333358765,269.3642578125
19.3814430237,72.8178710938,268.0584106445
18.9175262451,73.3333358765,265.8762817383
19.3814430237,72.9209594727,268.5395202637
19.3814430237,72.9037780762,270.1374511719
18.8144321442,72.9037780762,267.2164916992
18.9690723419,72.8006896973,269.7766418457
18.9690723419,72.9037780762,268.8144226074
18.9690723419,72.9209594727,268.0927734375
18.9690723419,72.9209594727,267.5945129395
19.2783508301,73.3333358765,266.8212890625
19.3814430237,72.9037780762,268.7972412109
18.9175262451,72.9209594727,267.9553222656
19.3814430237,72.9209594727,271.4261169434
19.0893459320,73.3333358765,268.0927734375
19.3814430237,73.3333358765,266.4089355469
18.9347076416,72.9037780762,269.2611694336
18.9175262451,73.3333358765,267.0790405273
18.9690723419,72.9037780762,268.4364318848
18.8659782410,72.9209594727,266.7869262695
18.9690723419,73.6597900391,266.7869262695
18.9690723419,73.3505172729,268.3677062988
18.9690723419,73.3333358765,268.0584106445
18.9347076416,73.2302398682,267.6632385254
18.9690723419,72.4914093018,268.4020690918
18.9690723419,72.9037780762,268.5223388672
